"Protein","Total.identified.peptides","Total.quantified.peptides","Annotation","C_0_R_1","C_0_R_2","C_0_R_3","C_1_R_1","C_1_R_2","C_1_R_3","C_2_R_1","C_2_R_2","C_2_R_3","C_3_R_1","C_3_R_2","C_3_R_3","C_4_R_1","C_4_R_2","C_4_R_3","C_5_R_1","C_5_R_2","C_5_R_3","log.ratios.C2.vs.C1","log.ratios.C3.vs.C1","log.ratios.C4.vs.C1","log.ratios.C5.vs.C1","log.ratios.C6.vs.C1","FDR.PolySTest.C2.vs.C1","FDR.PolySTest.C3.vs.C1","FDR.PolySTest.C4.vs.C1","FDR.PolySTest.C5.vs.C1","FDR.PolySTest.C6.vs.C1","Cluster"
"Q6UB35",29,29,"C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial",-0.203717361246634,-0.212702426372091,-0.205672590960843,-0.208545140091151,-0.177360086560429,-0.20175925573996,-0.171966537925495,-0.185435293577305,-0.237284433333333,-0.0316444681453755,-0.104543936109862,-0.0932699732813609,0.241179829837332,0.313463774146774,0.314164808690917,0.357006248864563,0.416445924492868,0.434390817933923,0.0114759653960093,0.00913537124781166,0.130878000347657,0.496966930418197,0.609978456623641,0.116659849123144,0.0448447873197037,0.000993037591433297,3.9037218986742e-10,1.83965443137814e-11,1
"Q6UUV7",6,5,"CRTC3_HUMAN CREB-regulated transcription coactivator 3",-0.227223882826369,-0.174763414185246,-0.278411733758339,0.00360707740228174,0.105188503642563,0.0480676928861463,0.0555875047412213,0.0594446110390362,-0.184197804314924,-0.109360648259671,-0.102144274316603,0.046592915106209,0.135080980891905,0.071639786144906,0.153857628947672,0.0412344931726148,0.202184402212031,0.177139296125093,0.279087434900315,0.203744447411762,0.17182900776663,0.346992475584812,0.366985740759898,0.00317229486287016,0.0104101251173444,0.018135642387754,6.19266309516462e-05,2.19796156106854e-05,1
"Q6UUV9",6,6,"CRTC1_HUMAN CREB-regulated transcription coactivator 1",-0.44269543369231,-0.3131649060119,-0.390209410099461,-0.140191019357836,-0.142561960396177,0.046262406917666,0.0281726918832511,0.0148445940363082,-0.188838968634127,0.0384564130990379,0.0199881215223058,0.0605587690239637,0.152953439999766,0.313791958225987,0.217370705820513,0.306717306818658,0.337983155050156,0.336278288820615,0.303193058989108,0.333416022363034,0.421691017816326,0.610061951283312,0.709016166831033,0.00135556878291323,0.000208059353547635,1.3560849587702e-05,1.07139775747854e-07,1.00881139205861e-08,2
"Q6UVK1",46,41,"CSPG4_HUMAN Chondroitin sulfate proteoglycan 4",0.250673627844217,0.264933900405246,0.287475548631071,0.15813689394442,0.201073246505679,0.242811345712186,0.153114903987904,0.172707732735249,0.166974736694622,-0.0869566356980446,-0.0913373672379003,-0.121426200826682,-0.208353866415579,-0.270240749712876,-0.275152402401104,-0.22246044561359,-0.284564131134607,-0.261279040222913,-0.0670205302394163,-0.10342856782092,-0.36760109354772,-0.518943365136698,-0.523795564617215,0.0625595244568806,0.00461673605755909,1.41186597838771e-08,1.02743700603254e-10,4.45882811246837e-11,3
"Q6UW02",10,8,"CP20A_HUMAN Cytochrome P450 20A1",0.0861476343685804,0.0731325197873324,0.217128549240492,0.195712177124043,0.146956774110767,0.165331225138594,0.0740858006185718,0.0315625770085817,0.252973815475773,-0.158992703375081,0.0626166275121829,0.001323186662361,-0.188352555916706,-0.228038637736464,-0.218445995369982,-0.175988853452309,-0.13365009533546,-0.225032781569973,0.0438638243256664,-0.00592883676449275,-0.157153864198981,-0.337081964139852,-0.303693477918049,0.179754891108054,0.573127427993402,0.0205387972519331,4.49145414894251e-05,7.16317827625767e-05,3
"Q6UW63",5,4,"PLGT2_HUMAN Protein O-glucosyltransferase 2",0.163797395869309,0.187460000169509,-0.00664392491651695,0.145706742017959,0.180751762340986,0.183326666443299,-0.0371443441963998,0.0268490507011201,-0.147472812027458,-0.0541742270455914,-0.200116013131515,-0.143082036709474,-0.0452248034676573,-0.0025905122662598,-0.0350868928361935,-0.118824646507498,0.0588299903567581,-0.0233454999760284,0.0550572332266476,-0.167460525548346,-0.247328582669627,-0.142505226564137,-0.142651209083023,0.266318521964444,0.0173041088476795,0.000970372443690376,0.0142188700192453,0.00940797070601635,5
"Q6UW68",2,2,"TM205_HUMAN Transmembrane protein 205",-0.443818107125488,-0.449397157728903,-0.272509462971768,-0.411657727854885,-0.442805202690752,-0.31827844073296,-0.17056961583094,0.0257396401263446,-0.0205225708885884,0.2752186673223,0.344446708344002,0.203267346824737,0.229016374764616,0.264471924396285,0.305469235249427,0.311598831592702,0.374173401983852,0.283766531014048,-0.00233888115081266,0.333457393744325,0.662885816772399,0.654894087412162,0.711754497472254,0.522412652282782,0.000123005223461258,5.39259904399718e-08,2.48274584367661e-08,4.93931936323798e-09,2
"Q6UW78",2,2,"UQCC3_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 3",-0.120122331468125,0.0059791906135994,-0.145069003428602,0.0320409139600165,-0.0335889430552356,0.170490179441253,0.0307906112599143,-0.0785895967050795,-0.110687635680166,-0.214932729163305,-0.104264413962139,-0.28140357738953,0.191065589831445,0.262520244994488,0.001016462308269,0.111370300163663,0.310225674849039,0.134351044113104,0.14271809820972,0.0335751743859321,-0.113796192077282,0.23793814713911,0.271719721136311,0.162977933818505,0.61568481261886,0.0988343354070862,0.00417306947184387,0.00116453776028332,1
"Q6UWE0",16,14,"LRSM1_HUMAN E3 ubiquitin-protein ligase LRSAM1",-0.317401439163094,-0.313874586715668,-0.198333287404497,-0.150013153351477,-0.160607169049874,0.019832864894438,-0.193758651487806,-0.199261533840346,-0.151804230431303,-0.017898184665185,0.013209449859734,0.0745184144072038,0.211766424757627,0.224263021010411,0.232807363390372,0.330650609055596,0.384360803194157,0.349783315251894,0.179607285258782,0.0949282991746013,0.299812997628337,0.49948204081389,0.631468013594969,0.00556196741814504,0.0628855251054313,1.87297335820356e-05,3.08327849595144e-08,1.05059472618249e-09,1
"Q6UWH4",2,2,"GAK1B_HUMAN Golgi-associated kinase 1B",-0.407251025187988,-0.490739728104171,-0.609581820749923,-0.23491982916883,-0.00688505136329523,0.0378857050814597,-0.234900497734109,0.134743537894077,-0.3330400308116,0.476841015633554,0.111031641516248,0.126435782193189,0.256846326321161,0.0971742716324028,0.147242090756821,0.503859862035073,0.286302387938413,0.226565737911547,0.434551132863805,0.358125194463483,0.740627004461691,0.669611754250822,0.841433520642372,0.0112578363435352,0.0164322896705557,4.77573921967171e-05,5.59972791591165e-05,3.43380137388262e-06,2
"Q6UWI4",3,3,"SHSA2_HUMAN Protein shisa-2 homolog",0.0190645316833445,-0.280497786886809,-0.16445142077368,-0.30155748415376,-0.37267397617964,-0.206247722316063,-0.475126328444839,-0.364119565624111,-0.266868516929423,0.150917373791607,0.074449414752267,-0.146492249280739,0.0156619469513196,0.335468338986536,0.267580255312599,0.435964881487641,0.511900902206606,0.515010552757257,-0.151531502224106,-0.226743245007076,0.16825307174676,0.348198405742533,0.629587004142883,0.158488041039636,0.0410255541368739,0.0835309496966821,0.00138816427848604,4.57139795084523e-06,1
"Q6UWJ1",4,4,"TMCO3_HUMAN Transmembrane and coiled-coil domain-containing protein 3",0.54598868690522,0.535346252648064,0.5016097432609,0.70809767040007,0.776914691681705,0.795090066275105,-0.186752066058793,-0.198663042577111,-0.238722450106284,-0.398690932217305,-0.282068801339548,-0.239475841801626,-0.279699297790344,-0.399207700752419,-0.378022762393629,-0.4658879895326,-0.345447541182414,-0.383551175519321,0.232385915180899,-0.735694080518791,-0.834393419390888,-0.879958147916859,-0.925943796349506,0.000891590605922624,2.31561272308128e-09,2.36553634587566e-10,4.1791324788413e-11,1.09307158815548e-11,5
"Q6UWP2",4,3,"DHR11_HUMAN Dehydrogenase/reductase SDR family member 11",-0.140818918507526,-0.178310077489842,-0.11957925917759,-0.0635169685788976,0.0269092714003159,-0.145917661533221,0.145313681385937,0.0220179271447438,-0.120534317405963,-0.00528199724672147,-0.0218075697267162,-0.141906557301478,0.134924182380229,0.110945027610751,0.0469521432908028,0.129069959529376,0.132560905178252,0.190266750934498,0.0853942988210518,0.161835182099892,0.0899040436333474,0.243843202818914,0.296868623605695,0.292858757826824,0.0228880454149375,0.125567108140045,0.000615729839902664,7.40901930181312e-05,1
"Q6UWZ7",3,3,"ABRX1_HUMAN BRCA1-A complex subunit Abraxas 1",-0.345303852776259,-0.27546111508674,-0.316575231517624,-0.171916013890262,-0.0796943924592111,-0.0243327769068805,0.131233029480998,0.081840215176837,0.127944396039466,0.130520433824069,0.11468838494919,0.192913957062095,0.125830075349219,0.0793805766709338,0.122245118309492,0.0523815678702266,0.101463754406052,0.139976121060438,0.220465672041423,0.426119280025975,0.458487658405326,0.421598656570089,0.410387214239113,0.00040198625731591,1.25084740995512e-07,2.78970408274518e-08,2.88739342364945e-08,2.05492511954333e-08,2
"Q6UX04",10,7,"CWC27_HUMAN Spliceosome-associated protein CWC27 homolog",0.12652504205163,0.0733521371353997,0.219631269614269,0.0630418454874249,0.0626293285787685,0.160562981581774,0.11751283455407,0.0392505746865857,0.152702347636672,-0.0264397216934544,0.0119987995390662,-0.0016074528359847,-0.1272897839028,-0.0679585735903865,-0.142086958731591,-0.264807675548917,-0.219156099584912,-0.125609657527877,-0.0444247643844438,-0.0366808973079903,-0.145185607930557,-0.252281255008692,-0.343027293821002,0.389218813947658,0.322332362798294,0.00708252460299364,4.90161274424235e-05,1.25276755952309e-06,3
"Q6UXH1",3,3,"CREL2_HUMAN Protein disulfide isomerase CRELD2",-0.208633604799837,-0.277546251941434,-0.301099137210754,-0.0964067386242675,-0.148982308151339,-0.183009542871778,-0.464444740846328,-0.501468381694385,-0.607363710088192,-0.199811555032242,-0.391749211077241,-0.251318869941256,0.385873170831662,0.438560895128042,0.467909146002436,0.803043130400359,0.659863745551318,0.766048990679298,0.11962680143488,-0.26199927955896,-0.018533547366238,0.693207401971388,1.00541162019433,0.0664800189057943,0.000435885878535761,0.251672612034915,4.23085064446835e-09,2.89135744558862e-11,1
"Q6UXH8",2,2,"CCBE1_HUMAN Collagen and calcium-binding EGF domain-containing protein 1",0.952643088843733,1.02656883916679,1.08698400529624,0.467205952179833,0.55830587602586,0.695688722909026,-0.408286103678567,-0.420045601635345,-0.358929036660716,-0.481533351431066,-0.265888401644957,-0.38946732032182,-0.59828378424096,-0.229386375613051,-0.363416646154887,-0.752156379894684,-0.282786071803731,-0.496430960557786,-0.448331794064015,-1.41781889176046,-1.4010283355682,-1.41909424643855,-1.53252311518765,0.00309927310827977,1.81592066703397e-08,1.04862165302054e-08,3.39393056907168e-09,7.07108983054199e-10,5
"Q6UXV4",8,8,"MIC27_HUMAN MICOS complex subunit MIC27",-0.244067390115208,-0.351568253226013,-0.291176099021677,-0.159867585870158,-0.193247730105583,-0.164462354442102,0.118017398654105,-0.00211218542355826,0.0493846802164867,0.093551131787578,0.0601316157382292,0.112171730120435,0.166221543355108,0.173831032758436,0.165550208603328,0.246699720409356,0.182061988990986,0.234638852210102,0.123078023981685,0.350700545269977,0.38422207333638,0.464138175693257,0.516737434657781,0.00992180467761333,3.22072490504135e-07,6.0017076944079e-08,2.75976981909132e-09,4.00479895615418e-10,2
"Q6V0I7",12,10,"FAT4_HUMAN Protocadherin Fat 4",-0.016835788815028,0.177108392757541,0.358765642703134,0.141075292967182,0.287496471700609,0.418594462996509,0.0168060922372355,0.11420759507407,-0.0237496154116233,-0.175339137284524,-0.148625681084781,-0.298192041294939,-0.180827811731819,-0.204045935927011,-0.554253541958581,-0.221705274000848,-0.201089086047555,-0.234252336931374,0.109375993672884,-0.137258058248655,-0.380398368769964,-0.486055178754353,-0.392028314541808,0.337300243710847,0.215418225586289,0.00245972197027974,0.000176359560211403,0.000630112569674532,3
"Q6V1X1",6,5,"DPP8_HUMAN Dipeptidyl peptidase 8",-0.205456551042812,-0.15453931175535,-0.117353229805819,0.0133560279330052,0.0295606045657838,-0.058057502771316,-0.0650803223900284,-0.0368313316598497,-0.060905313920336,-0.042400243259919,-0.0506909883827477,0.0232889423289219,0.135268775221015,0.109463306703841,0.024303273338933,0.254451592480621,0.274019237235471,0.131118723365122,0.154069407443818,0.104844041544589,0.135848934430079,0.248794815955923,0.378979548561732,0.00894403256750581,0.0343667225962093,0.00635606923121969,2.46734997926328e-05,1.58886175452948e-07,1
"Q6VN20",2,2,"RBP10_HUMAN Ran-binding protein 10",-0.079699790162807,-0.0044842246798197,-0.18931851670931,-0.0273434351734351,0.243132480859337,0.0352280845240102,0.0795939609168905,0.0147540128329719,-0.31710978295615,-0.0847788417006053,-0.0977325660024052,-0.116841536567093,0.0525667690617702,0.0820204811592548,0.0961638744938003,0.229625179654746,0.230044726047742,0.15467525083692,0.17483988725395,0.0169135741152164,-0.00861680423938892,0.168084552088921,0.295949229363782,0.123626108296501,0.74964062749702,0.311490139443759,0.0339030031847447,0.00135312308677673,1
"Q6VY07",16,13,"PACS1_HUMAN Phosphofurin acidic cluster sorting protein 1",0.0895816092556464,0.126273528132338,0.0895984930193315,0.114381301930891,0.159229582687715,0.270144550984417,0.0496548407756199,0.0627180999965487,0.0460056823996121,0.0406527985725953,-0.0024062387923645,0.0191698807140281,-0.0969621302284384,-0.148398805227325,-0.115776669543672,-0.180811029211966,-0.182177066156332,-0.187643355349872,0.0794339350652357,-0.0490250024118451,-0.0826790633043523,-0.222197078468917,-0.285361693708495,0.0545698487558953,0.0902702261773913,0.0249762196327868,7.38335076516336e-06,2.80440475672336e-07,3
"Q6WCQ1",50,48,"MPRIP_HUMAN Myosin phosphatase Rho-interacting protein",0.217504682235533,0.212635651290333,0.329422542287846,0.0520667708029847,0.0774444389458388,0.0238204570564707,0.00686015963251866,0.0511088729586499,0.158351873121712,-0.0121790398720939,0.0780793374188334,-0.0471690830640109,-0.17126721855388,-0.138605152554096,-0.155112125854626,-0.148186234331119,-0.210636230794135,-0.21161909080095,-0.202077069669473,-0.181080656700277,-0.246943887110328,-0.408182457592105,-0.443334810579972,0.00202887940633696,0.00175388690359535,8.47271900946254e-05,1.95258865855748e-07,4.09437245928973e-08,3
"Q6WKZ4",3,3,"RFIP1_HUMAN Rab11 family-interacting protein 1",0.160771419218792,0.258055837320315,0.542569765683159,0.280911545636683,0.284503126353831,0.482413125913702,-0.140408529634819,-0.0894355457431992,0.139166802769553,-0.196623271039118,0.0584732293928929,0.0411588159145857,-0.3267951688182,-0.243995424700222,-0.232675246771118,-0.489907692187393,-0.252538320893473,-0.206503175860682,0.0288102585606501,-0.350691431610244,-0.352796082651302,-0.588287620837269,-0.636782070387938,0.429311786750374,0.00809777604575894,0.00545733088801447,4.80123277416324e-05,1.33184158410461e-05,3
"Q6XQN6",13,13,"PNCB_HUMAN Nicotinate phosphoribosyltransferase",-0.35137248297898,-0.259821294190794,-0.407969442016627,-0.223624921597662,-0.181387824833432,-0.162665162222801,-0.0904262555580942,-0.0257639493723065,-0.136994841615891,0.116238596767539,-0.0225154135596175,0.106113176142822,0.237417775566699,0.27857596810961,0.279032559115691,0.31894833592682,0.296018968604143,0.346564031140517,0.150495103510835,0.255326057546703,0.406333192845715,0.604729840659467,0.66023151828596,0.0127784564323408,9.85628998434161e-05,4.98548594210858e-07,2.19191431084695e-09,3.98501083310926e-10,2
"Q6Y1H2",4,3,"HACD2_HUMAN Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2",0.204545764196968,0.0925458645905046,0.00835291114187005,0.0433863069156096,0.0365556820591765,-0.124710455371438,0.20329909994468,0.281762470772761,0.0877833513043024,0.180386637093577,0.0448215425373739,-0.0329764524924677,-0.10537034336494,-0.15100165846891,-0.183055991791333,-0.0616934494429669,-0.248383783945833,-0.188637119884905,-0.116737668775332,0.0891334606974669,-0.0377376042636198,-0.248290844518175,-0.268052964401016,0.215933100626853,0.180875155263032,0.425432710366503,0.00183836838685318,0.000686931300170145,4
"Q6YHU6",12,12,"THADA_HUMAN Thyroid adenoma-associated protein",0.228713479856455,0.20332874404794,0.207563579637935,0.0919940481198719,0.104872479562328,0.148028030660934,-0.109843250941688,-0.172566208714341,-0.171397071671912,-0.0408320394391537,-0.0517315806764336,-0.0429150438208716,-0.0225657718517485,-0.0338578501544825,-0.0807160808710007,-0.0543201009893573,-0.0537942554447125,-0.0746066817840374,-0.0982370817330654,-0.36447077829009,-0.258361489159596,-0.258915168806521,-0.274108947253479,0.00783405551110752,1.16330124952989e-08,2.60332133455916e-07,1.04823590297901e-07,2.89887181686904e-08,5
"Q6YN16",15,11,"HSDL2_HUMAN Hydroxysteroid dehydrogenase-like protein 2",-0.289975876284177,-0.34794376387223,-0.312471802009204,-0.081879221529157,-0.100994555581534,-0.0558756894564025,0.0851350426155098,0.0100166631606989,-8.27992401631009e-05,0.0329397973253404,0.0055485130527238,0.0867356294126103,0.115835271438218,0.179279355255498,0.0940601089208525,0.185251280125349,0.180555852890123,0.257582802112119,0.237213991866172,0.348486782900552,0.358538460652095,0.44652205926006,0.524593792431067,0.000117772959463452,3.91727648780903e-07,1.4802726267683e-07,4.86919417329943e-09,3.85192592624381e-10,2
"Q6YP21",7,6,"KAT3_HUMAN Kynurenine--oxoglutarate transaminase 3",-0.130014281710416,-0.159933866343364,-0.253415282972305,0.0282195314777511,0.0711792380663531,-0.0378730961760177,0.0996920187759781,0.114111729754838,0.0636925707161985,0.0693213653967254,0.0132309262944941,0.0118325448321012,0.117214400039492,-0.0521915176252484,-0.0125556203690671,0.152795244708206,0.0147596047511123,0.0953338870528029,0.201629701464724,0.2736199167577,0.212582755849802,0.198610231023754,0.268750722512735,0.00395309494138924,0.000132054518290123,0.000731085492022603,0.000598959896544106,2.67197689723923e-05,2
"Q6ZMI0",22,17,"PPR21_HUMAN Protein phosphatase 1 regulatory subunit 21",-0.206623723367901,-0.153672651373706,-0.292596859909828,-0.0264870006690523,0.0257219497299513,0.0134404081075029,0.0368534580648997,-0.01138253572778,-0.0497192243394237,-0.0355074678787702,-0.0648889441126285,-0.0497582023553599,0.0611658142460094,0.129176026008781,0.0694393204681903,0.167008156008196,0.23715887421512,0.217656678099682,0.221856197273279,0.209548310883044,0.167579540101559,0.304224798458139,0.424905647658144,0.000271702498923313,0.000112717444696433,0.000504727166628461,6.591799555395e-07,8.00671804057893e-09,1
